"" "depths" "age" "sd" "offset" "N_offset" "info_pct"
Sim02_50 6 90.9516491877429 3.32735164077339 32.7090138582964 10.1259516183697 50
Sim03_50 11.7272727272727 114.703733628427 3.41468438550958 21.6277317785253 9.55538506018327 50
Sim01_50 15.0833333333333 63.3494488887947 4.04702429968899 56.3613621337089 48.2694962193834 50
Sim02_50 10 109.081023048204 4.84346015753354 26.1548408953671 6.86767493802343 50
Sim02_50 7.28571428571429 104.798531867234 4.17170727004453 43.9833038141802 13.1846956247686 50
Sim03_50 11.1818181818182 127.376736271019 3.61849174753271 30.2490465610522 15.4432778708662 50
Sim02_50 11.7 100.750451406871 5.82439684085185 22.3298729382148 7.20464620889123 50
Sim01_55 14.4615384615385 63.1039197374086 4.36851541533759 51.5578924076401 48.7081427847996 55
Sim02_55 9.5 99.6965599827283 4.29792518649191 32.3511603784231 10.2901273892617 55
Sim03_55 12 108.614163360819 2.49427748538456 14.0310531832442 7.07667352073262 55
Sim03_55 14 114.75008805313 3.68446757830774 9.53176706642793 3.85922904337032 55
Sim02_55 12 73.8592433790073 5.79973223673136 25.5645817522778 17.4181516298179 55
Sim02_55 9.5 111.835620385052 5.72531958713729 35.4533187648088 7.9335537098188 55
Sim03_55 13.7142857142857 107.157771523744 3.31135327834293 14.8703973338208 7.68828875289684 55
Sim03_55 12.5454545454545 118.32780769007 3.47652974802254 9.3635761041119 6.60564720900708 55
Sim02_55 9.22222222222222 104.773360620029 4.77930989793783 33.3802288625585 8.13058638148818 55
Sim03_55 14.3076923076923 127.086580770798 3.73826470360636 10.2781141763272 5.47366260647237 55
Sim02_55 10.6 110.480701996312 5.53747964868566 32.7177619288887 8.39755781455337 55
Sim02_55 8.88888888888889 79.5607477727147 3.42538710049473 32.8203761688551 17.9208595047295 55
Sim01_55 8 13.2307692307692 59.6225588907316 2.78240324790272 44.9844608758982 64.2872986238158
Sim02_55 7.6 102.27626557753 4.65595288440121 35.3607269735525 7.7261876910091 55
Sim02_55 10.4 114.734716917153 5.17584952899389 37.2162700010766 8.82340893655479 55
Sim01_55 10.9230769230769 54.1793562919655 2.8049951245407 37.6304200423943 55.731704342953 55
Sim01_55 12.9090909090909 59.5518970527777 3.85120602801342 42.8537990120657 51.2865376553579 55
Sim01_55 12.9166666666667 61.7934704845962 4.60486926190517 48.1372080122014 34.4651706382538 55
Sim01_55 14.0833333333333 65.9821384016358 4.38699138355521 48.8746973308659 56.0757303914958 55
Sim03_55 11.7692307692308 125.467776126235 3.3369595158992 27.1171513912717 14.6371707091856 55
Sim02_60 10.2727272727273 116.017630865198 5.89157029855344 34.7537801800838 7.56208609736419 60
Sim01_60 14.6428571428571 67.702165410319 4.47693478124433 52.9299866329333 54.6027302828258 60
Sim03_60 13.2142857142857 105.645096518725 3.14008210182122 10.9066911068714 6.55717472680985 60
Sim02_60 8 9 96.5927436433938 3.60652800278301 34.3380197520842 15.071002640099
Sim02_60 11.5454545454545 88.8850639584602 4.22791407923553 19.9681836001891 13.1913143122282 60
Sim01_60 13.6153846153846 63.4794941756228 3.73225471563124 49.3580699447437 56.2393007253695 60
Sim02_60 10.2727272727273 105.474737125949 4.84402597438876 30.3735293977184 7.96131371316958 60
Sim03_60 8.5 13 99.0581316863866 3.08903973529058 12.7638966816895 7.46113642317489
Sim01_60 9 12.7333333333333 63.571210427695 3.69855741093844 44.3884149735573 63.9270899597531
Sim01_60 13.5714285714286 60.3347945986688 3.26321388113752 48.1563864190907 62.4951511003684 60
Sim03_60 11.7142857142857 102.56417764946 2.19731340188191 11.0850279773464 4.73845498926275 60
Sim02_60 9.83333333333333 109.969965166317 4.91423685681991 33.5148817090563 7.89183803293556 60
Sim02_60 9 107.039460548055 3.92507497724857 37.295556551543 10.8530001516919 60
Sim03_60 11.4666666666667 114.403455249581 2.49718244112727 19.1978086676858 11.2066998437435 60
Sim02_60 8.7 107.395010550174 3.99280259624841 38.5990279744529 10.2623868289279 60
Sim01_60 13.9333333333333 64.9887703520434 4.26300874175967 51.4938582168329 48.2406808058034 60
Sim01_60 11.0666666666667 53.9285648073941 2.30638440681946 40.3154557962489 75.5260455657188 60
Sim01_60 10.0714285714286 54.5432110033821 2.97501266195475 35.2365965546002 68.1025161734372 60
Sim02_60 9.66666666666667 111.541365917503 5.04933798273159 34.0776902859465 7.68228771633226 60
Sim02_60 8.54545454545454 107.346121466592 4.54853822025525 38.0670590643829 10.1257453497777 60
Sim01_65 12.2 61.8736886858497 3.41955779272552 46.1470113868044 60.4981299400672 65
Sim03_65 11.4 97.4581906454564 2.65218399393552 11.5902602199273 7.16712655980976 65
Sim02_65 9.4 115.467125711061 5.32295218441158 41.7992994393182 10.5196281029647 65
Sim02_65 10.6153846153846 107.54793951531 4.34644503520098 26.2779436440373 7.23726458047519 65
Sim01_65 13.9375 63.9864273825518 4.04754162558138 50.2279212924233 51.3403928209937 65
Sim02_65 9.45454545454546 105.01970612209 4.65410777146483 35.8362538418475 11.4448092028492 65
Sim01_65 12.3125 57.8430207859699 3.14768799934633 41.6667322732971 74.0304330528325 65
Sim01_65 13.4 65.2918312402864 4.14000351865607 52.9043106190274 55.7728914030449 65
Sim03_65 9 104.264382843951 2.48778025181073 27.7871786023925 15.336713824479 65
Sim01_65 12.5 64.1660062136137 3.93666179600373 46.4866774747056 65.3855676525903 65
Sim02_65 12.3 117.025448806316 6.63910080730084 28.0487490855936 6.68485194705585 65
Sim01_65 12.7857142857143 60.6414998809215 3.39366228045525 45.5832745820496 64.0739965829211 65
Sim01_65 13.0666666666667 60.1398208616307 3.40114924243322 45.4235174641623 67.4316309408707 65
Sim03_65 11.2 110.530718231849 2.71390454394329 16.6740685683978 8.43338335624139 65
Sim01_65 10.1875 53.3680046309311 2.73736640758598 32.7906330676931 91.0296098847311 65
Sim03_65 12.0625 108.059042941906 2.44418650889128 9.53621656356642 4.57629546584416 65
Sim02_65 9.78571428571429 111.6034635846 4.81085860808947 33.7726124945672 7.97148072198568 65
Sim01_65 12.1333333333333 60.3389629030514 3.63915041035258 39.8711551919547 63.812860537082 65
Sim02_65 9.63636363636364 110.683753246283 4.97035874213249 34.6325360731855 8.22019596435988 65
Sim01_65 10.5 53.3209173965284 2.89831666126398 34.4733705107816 64.4664588276129 65
Sim01_70 11.6111111111111 53.4477342732428 2.10166468987896 40.8128650494989 84.2434965305466 70
Sim02_70 10.1818181818182 105.546460054107 5.14171561592339 31.8963753794735 8.71999435283196 70
Sim03_70 9.5 13.4375 96.3570809724183 2.52842503407956 15.5756041676497 12.3491731490136
Sim01_70 15.6875 66.3446162344637 4.2462919454752 59.4661342189787 47.0411227796018 70
Sim01_70 13.2941176470588 60.1461965576156 3.00919194532721 48.3135545820467 66.7703319121705 70
Sim02_70 11.6923076923077 112.531215221635 5.52655992622116 27.3151459309838 6.43058896982214 70
Sim03_70 14.2941176470588 116.878198382217 3.26744711848749 6.82395530611632 3.82966451471088 70
Sim01_70 11.7058823529412 56.7618264142219 2.86993354122486 40.5821812764898 85.1764292473344 70
Sim03_70 13.25 126.494593985475 3.24933571208624 15.2017110396843 9.32201258500796 70
Sim03_70 13.4117647058824 94.5301677577508 2.83117331897313 17.672454874599 16.0346325526111 70
Sim02_70 10.9166666666667 108.7478893944 5.48486856042035 29.1956787310316 7.89888475391923 70
Sim02_70 10 100.336907109148 4.40901751223354 31.4185805030812 10.7747804259334 70
Sim01_70 14.7058823529412 62.9917153793987 3.97726206484949 57.441530338563 50.4451430683838 70
Sim01_70 13.1666666666667 61.6179675803405 3.4034626951884 45.8308627932631 80.213930580517 70
Sim03_70 12.9444444444444 114.143218741463 2.80345337279417 10.1682486070616 4.44925394609123 70
Sim02_70 11 101.829837966828 5.15423240587852 28.4594255754297 10.6287111941519 70
Sim03_70 11.25 99.582961407333 2.39677794973941 9.95460233692111 4.11730798527578 70
Sim01_70 12.8823529411765 59.4367865522495 3.36501627160609 47.2304033743187 59.8515112307116 70
Sim01_75 12.7647058823529 62.6697338375425 3.2244411144894 46.432208439259 74.0593420388124 75
Sim03_75 12.9444444444444 112.619002430929 2.56400932212023 7.01018256121213 3.55838189749854 75
Sim02_75 10.6 104.61312805428 4.66291535614237 30.4188712904487 10.4340240526747 75
Sim03_75 12.8333333333333 118.395093947265 2.90680527168884 11.052562951987 6.59376435272466 75
Sim03_75 11.8823529411765 117.076089540668 2.8063474865904 16.965375066794 9.89044351742358 75
Sim03_75 10.4117647058824 105.557277368283 2.15240683021447 17.3831569908117 9.92541379116426 75
Sim03_75 13.3888888888889 114.023089388015 2.67636951458154 6.06256699122417 3.17707899659926 75
Sim01_75 12.4444444444444 62.1895155917361 3.54282505519702 41.6348396171318 77.2013286878977 75
Sim01_75 11.2222222222222 57.6086874489318 3.18802604804216 39.5071583991292 81.2006368688605 75
Sim01_75 14.1176470588235 65.1198388001253 4.05428603093666 55.892975522175 49.083768882012 75
Sim01_75 11.6842105263158 58.183144841798 3.16472913042937 39.9412564380188 82.1010109160776 75
Sim02_75 9.58333333333333 109.271834639459 4.76045753970194 32.6705391999321 7.56631107314209 75
Sim03_75 11.9411764705882 111.805439073728 2.3278488082576 13.2978939679343 7.54839741756913 75
Sim02_75 10.8461538461538 97.5808772199632 4.49280471367773 29.2041728562121 13.8288189016677 75
Sim03_75 13.1111111111111 103.365619587535 2.78204896655867 8.41156150649395 7.20333003938874 75
Sim01_75 13.1176470588235 62.7818375167854 3.71778729194788 48.2245327833446 62.042624082236 75
Sim01_75 11.4444444444444 56.4550289889911 2.96461411906243 38.6401083464873 76.1071810218154 75
Sim03_75 11.3888888888889 114.303071689722 2.63694610371009 16.1238766379545 9.01492022193364 75
Sim01_75 13.8888888888889 65.9847920890061 3.75152147873622 50.8381235067864 70.8378973665733 75
Sim03_80 13.05 116.30386898662 2.65783494221573 8.06438698440872 4.07747065795722 80
Sim02_80 10 107.296690098177 4.6529107337464 30.8103726997149 7.89493196008826 80
Sim01_80 12.55 59.7227264180779 2.82632478593661 42.9351097191534 80.2551290985832 80
Sim02_80 8.14285714285714 98.4086146086246 3.37774575173489 33.7866278885218 11.9790242812764 80
Sim03_80 13.1578947368421 114.266607381255 2.76742398110912 6.89560711093233 3.13928708494357 80
Sim03_80 13.8421052631579 109.589389771078 2.60750193128807 8.98717985691532 5.79284401741525 80
Sim03_80 11.5789473684211 113.639239291583 2.59543946596272 14.5246209460589 8.25854723957632 80
Sim02_80 10.1428571428571 112.396214319511 4.95450095784484 33.1939519176429 7.89193563643018 80
Sim03_80 12.5714285714286 110.20351958332 2.30889350594374 7.49808658558353 3.23262247047136 80
Sim02_80 10.8235294117647 103.05204546942 4.40572333263419 29.2770200372791 11.57844313819 80
Sim02_80 9.07142857142857 102.879881353815 4.15240108524485 32.1165637085234 9.60803932557459 80
Sim03_80 13.3684210526316 120.423959730687 2.92524295092684 9.16691654317864 5.70505221758901 80
Sim03_80 11 13.4210526315789 115.359404863889 2.54899624010043 5.42407272211721 2.49114203791091
Sim02_80 10.75 113.980992732089 4.65419840218324 32.7871603478094 8.30598016069949 80
Sim02_80 11.5714285714286 108.29974526351 5.18661070285118 27.6283926106252 8.16217212539344 80
Sim03_80 14.75 113.34374896474 2.89323308477963 9.56506208386871 6.68645526593845 80
Sim03_85 12.75 97.942349928567 2.45603135154292 11.2972364790883 9.93580809466383 85
Sim03_85 13.2 117.114451555195 2.71628462485423 8.37550502293762 4.64225313143908 85
Sim02_85 11.2 97.7431099583532 4.77409355237451 27.5927620749657 14.4220746382104 85
Sim03_85 12.5714285714286 114.241469959663 2.56741737529034 8.67808880827211 4.51305090552117 85
Sim01_85 12.3 58.823935026201 2.78637519621347 44.054488961841 83.1269248494294 85
Sim03_85 13.3333333333333 110.047221535323 2.3861341363046 6.86390532186659 3.98347860311398 85
Sim02_85 9.2 106.968080580034 3.99513511534293 35.8177217573093 10.5757955098475 85
Sim02_85 10.2 112.498722593189 4.59350392412595 34.3752584083043 8.92739069743924 85
Sim01_85 12 13.7619047619048 62.907451317824 3.30973752027228 49.2445932064603 78.0890401492842
Sim01_85 13 63.0082368313709 3.50402610957107 46.978798529377 70.0140232790912 85
Sim01_85 13.7 63.7304351162935 3.5603925557129 51.0254075898323 64.7191766505994 85
Sim02_85 8 94.151177155361 2.26133554225038 31.5748686598251 13.1762057724636 85
Sim03_85 12 12.6666666666667 112.69553266985 2.37470564433863 6.55887388930328 3.29866904548197
Sim02_85 11.0666666666667 100.619286579814 4.74955765285762 27.6794321114828 10.8696015889579 85
Sim03_90 13.2916666666667 113.117969627772 2.49327605313397 3.67937552632621 1.16592384511219 90
Sim03_90 12.8181818181818 112.764133589385 2.5330546420842 6.17911804186388 2.6556640625439 90
Sim03_90 12.7727272727273 112.614418930945 2.52933288247303 6.06653929315551 2.5028887153143 90
Sim03_90 13.0869565217391 96.4781056536992 2.355186481936 13.4646257050961 13.1741491161532 90
Sim03_90 13 115.13850685164 2.63550004817171 6.79796067079374 3.69232396979683 90
Sim03_90 12.8181818181818 110.973927222717 2.32558969866003 5.20824329318316 2.3000606894976 90
Sim03_90 12.5 14.1818181818182 89.7104297150854 2.48462489667911 27.2316570776388 27.8006459203721
Sim02_95 9.52941176470588 105.594264769125 3.88353622329559 33.7237864625123 11.1851990701695 95
Sim02_95 9.58823529411765 106.870304398812 4.21721926284697 33.3153640092298 10.5630194293599 95
Sim01_95 13.9565217391304 64.5227140409852 3.21816913334155 50.1791878566607 84.1312322816848 95
Sim02_95 10 107.19566560473 4.03406791735123 32.743016242585 10.8676801069537 95
Sim03_95 13.6521739130435 100.691286315048 2.47726845012049 13.6468039181463 13.0291973429422 95
Sim02_95 9.88888888888889 107.699036377897 4.16787584365913 33.1744381600582 10.5967744380814 95
Sim02_95 10.2941176470588 102.071903966653 4.31761278100806 31.6821005110595 14.0361493559706 95
Sim03_95 13.2608695652174 114.401701423382 2.54427840794014 3.98864825315383 1.14250708986102 95
Sim03_95 13.0434782608696 104.74663178696 2.46005163962609 7.69743885886068 5.34307513944267 95
Sim03_95 13.5 12.5833333333333 108.822527424156 2.35951245341934 5.03065687642703 1.50817525619272
Sim02_95 10.0555555555556 108.961643060589 4.20365131831997 33.6017592163143 10.5055931461883 95
Sim02_95 10.3529411764706 105.496147155645 4.37847949850169 31.3743577182432 10.747343134572 95
Sim01_95 13.0416666666667 62.0110009071288 3.08579287243797 47.0747484522577 82.0229826191002 95
Sim01_95 12.5 59.2758236495637 2.71645489631707 43.7870549581447 90.1415280071011 95
Sim02_95 10.5294117647059 106.722126577887 4.40265097984809 31.3305137646941 10.3267049136236 95
Sim03_95 12.8260869565217 112.636065461301 2.52681769235472 5.80848324338784 2.3385097279196 95
Sim03_95 12.3913043478261 111.3119662216 2.42976505388677 8.00850118660887 4.17600134882508 95
Sim01_95 12.8260869565217 61.8316492303027 3.14331936094404 45.0091788496948 81.7655798940002 95
Sim01_95 12.4347826086957 60.3012264240415 3.0086572224158 43.601064780783 88.4013855689308 95
Sim01_95 12.7391304347826 61.5585951705089 3.11381809019244 45.797553584118 85.1579536764997 95
