core depth age sd offset N_offset
Sim01_10_239 14.75 74.0580394934727 20.86981413753 41.6865098572189 14.4859761819394
Sim01_10_241 15.25 75.5883068446699 13.3190617793201 45.032296837477 17.7684464401941
Sim01_10_243 20.25 73.5900894393697 15.0151451044616 92.6282386503136 12.9462051750891
Sim01_10_246 14.75 80.1954118546374 17.8511916321799 35.8514669040874 13.7599113152164
Sim01_10_247 16.5 65.0596491098711 6.25440997638686 51.933725539468 9.7559593611354
Sim01_10_248 19 95.1574352211467 19.4281281127374 61.6917397830379 6.72211388724498
Sim01_10_249 16 71.4317504886835 10.8218607846179 59.9444577038432 15.3853429537795
Sim01_10_251 22.5 120.227587240046 52.4073982810135 65.5498467546276 2.63319868171732
Sim01_10_252 18.25 83.4633684475342 16.016642474882 57.1543657869998 10.8637426174827
Sim01_10_253 17.25 103.694576928558 38.4855313663985 45.4983524337801 8.12113337402103
Sim01_10_256 21.5 99.3614737776117 44.4022013716064 85.2626790458461 4.76949025894867
Sim01_10_258 17.25 116.779663613292 99.867266632746 34.629662143885 6.36017741541619
Sim01_10_263 18 87.7155802035296 14.0305519832182 60.5640641027836 9.14183942945286
Sim01_10_266 9.5 47.5004045254964 4.89501726670236 28.858217260799 18.0581908997692
Sim01_10_267 16 76.6859752738452 10.8550276297674 49.9018370074906 13.515573672328
Sim01_10_268 12.5 68.7256701647951 15.2836509906947 42.9619455229331 20.9150070308274
Sim01_10_270 6.5 37.3397084251135 3.71329330445071 31.4541704651252 33.9991446171936
Sim01_10_273 3.5 23.1261389612673 1.71060716463867 27.0279706126959 22.2446737292488
Sim01_10_274 14.5 61.3795094105181 6.89795242315427 59.0729844411757 11.912965438943
Sim01_10_275 19.25 87.7767731051132 27.5895532834423 53.9590698918087 11.9316964901219
Sim01_10_277 20.75 119.934470529061 80.4220770937402 47.9859734881931 4.35344638664244
Sim01_10_279 20 94.3697940684455 22.3048430860512 75.6919723235818 6.57360907110334
Sim01_10_280 17.75 70.2484331930561 10.5109496589136 68.2177753107172 17.2087951040966
Sim01_10_281 18.25 95.1768893656058 31.2852678551688 51.5222041621683 8.68318468858494
Sim01_10_282 20.75 91.9186779645142 34.0309721850298 78.3862231529615 8.87436381688289
Sim01_10_286 19.25 87.5413962077025 14.3852841209357 65.7743634889317 9.10295484485434
Sim01_10_287 21 87.0219893714554 12.8172737959223 88.8608463093902 10.0699800443638
Sim01_10_288 18.5 59.388567150743 5.12988024048197 79.125289730766 17.3515078561092
Sim01_10_289 19.5 66.5256740579611 6.46106464450408 87.5966364419001 15.6389752372425
Sim01_10_293 10.3333333333333 35.7680943463538 2.53359203847781 45.0878072049617 39.8690102875733
Sim01_10_297 15.6666666666667 69.1406286137177 6.45058786089268 41.2850350456334 11.4002784790019
Sim01_10_298 11.3333333333333 52.760829207673 5.40571504740243 47.2314271861733 26.8856029044396
Sim01_10_306 17.75 65.4174924869754 10.9401287985665 66.5849284176132 19.5110839557094
Sim01_10_307 18.5 92.1080032773389 24.4707185678721 61.5221585896787 10.0456252175411
Sim01_10_308 5.25 32.9837904222784 2.95487397471946 28.0499334988692 35.8064179176828
Sim01_10_309 14 67.4961985889072 11.0090648911892 48.6517101130612 22.0695304487487
Sim01_10_310 12.5 59.9157778218301 5.23312046221493 27.089762094734 9.45432972843365
Sim01_10_311 11.5 38.3453847023917 2.60231340389479 41.4116547343395 20.9711971924568
Sim01_10_312 12.5 53.6889896740455 3.77658270936846 38.1213733465596 13.1486921050336
Sim01_10_313 21 94.3576921616521 19.730005091326 79.0076574501831 7.73585193023373
Sim01_10_314 12 70.459739322537 17.8570419862874 34.4327529525222 11.9763872169834
Sim01_10_315 17 105.936289188021 107.327676761959 22.9846555309503 10.1815750970021
Sim01_10_322 12.5 65.9726193440351 8.61294120292639 44.6393870762654 19.4157047305314
Sim01_10_324 13 66.5292133189709 10.4643603345314 44.3096291743017 20.2320402975526
Sim01_10_325 18.25 73.2973709517112 14.4440609891495 93.5236480432414 7.7395993037327
Sim01_10_326 21.75 96.3148119532052 25.8234189078261 80.6006338373324 7.90045976969995
Sim01_10_327 22.25 101.480420696792 36.1200145828901 75.8688214905276 7.69064175884881
Sim01_10_328 6 29.3960734443167 2.05617078753007 37.5621572577689 23.189768996536
Sim01_10_329 9.25 44.427003074143 4.23902714222139 38.7430432584915 36.7598376460726
Sim01_10_330 15 65.9181257389692 6.98110499628085 39.1942487891219 16.285741636249
Sim01_10_331 15.75 83.9227369916076 17.43978775479 64.727145360091 13.3908367039179
Sim01_10_332 16 70.0530922357872 13.1997078494609 57.1202811986038 20.0252393892696
Sim01_10_333 7 38.3922115687398 2.54325404971974 36.4036575699622 19.234963687401
Sim01_10_334 12.75 66.346984464527 11.9177195057794 51.6530093050772 15.2489902137705
Sim01_10_335 21.75 79.2276513946003 21.8871012949734 104.462097334953 9.32558034178105
Sim01_10_336 13.75 70.0574813246122 11.9781398819016 45.1580169336345 20.4571940829958
Sim01_10_337 18.5 52.2216358067643 6.68103486505186 86.2922210747447 18.0618890019445
Sim01_10_338 11.5 50.6537177594521 4.71271985925362 35.6010424846705 20.6897968370549
Sim01_10_339 12 67.9763133478703 15.1942780293039 41.673863907296 20.2175799138974
Sim01_10_340 21 102.321505256809 35.8123433160154 63.0666072170977 6.24926849399962
Sim01_10_341 15.5 75.6644770102461 11.5505452976028 58.7636662243715 15.7466687016287
Sim01_10_342 18 85.8679935004503 12.6751354066007 63.1249898312261 9.29889763544053
Sim01_10_343 14.25 78.9176801985557 14.5257187348438 35.6766087467197 14.6062885911193
Sim01_10_344 21.5 109.085652412431 30.2585335777968 61.693905119499 4.71023601860272
Sim01_10_345 19.5 96.790201388836 24.3425980470623 56.0082192452064 7.39386244908579
Sim01_10_346 17 68.8038782624944 6.14319452095635 51.8061869410084 9.67561919017799
Sim01_10_347 16.75 90.3954214940162 24.7527071393409 49.0488036194416 10.4896703349537
Sim01_10_348 17.75 72.9053182743551 9.60701946274273 83.1930672960466 13.3626115955888
Sim01_10_349 18 88.6430717718158 20.5837151398158 53.138135657534 10.3697276399544
Sim01_10_350 19 56.4467864088277 7.05701604850816 90.0176876911297 16.6906217608065
Sim01_10_351 14.25 48.0525013839259 4.439211358197 45.7568673391096 32.2676867267983
Sim01_10_352 21.75 84.9940702807113 26.7166323080337 91.9213755098263 9.91983026480836
Sim01_10_353 18.5 79.6242662204194 17.2060165828045 73.9134473814171 12.6073205416587
Sim01_10_354 21 105.45985903396 42.7391948401923 66.653387360598 6.9215351733064
Sim01_10_355 18.75 70.100945537149 14.6823112247897 100.806277049661 8.51897254536665
Sim01_10_356 15 69.6409928435296 7.45351721542066 43.0435774136537 7.66884927213455
Sim01_10_357 12 55.1495248219925 4.26973824551662 31.7907237333429 11.7642385171141
Sim01_10_358 19.75 94.4754665277573 18.6187827723775 64.812344065117 6.61741182224879
Sim01_10_359 12.5 43.8918535669672 2.9848450324518 37.7722130672636 16.4662333489621
Sim01_10_360 24 108.701571423445 55.881133622537 87.4334378439133 4.52909175530523
Sim01_10_361 21 98.720192648359 15.7808351909082 79.0457054248577 5.0089684397945
Sim01_10_362 13 55.5426377026624 5.94592918256908 27.468863925291 4.61977650285812
Sim01_10_363 19.75 104.853974342478 34.010390224775 54.8413803226005 5.4706302218283
Sim01_10_364 17.25 75.1647321908167 10.4178747220088 70.7863715858356 13.6542032873534
Sim01_10_365 12.5 69.5693901677417 8.74020199912893 45.6143182763341 13.7840470463131
Sim01_10_366 17.5 51.7803553303644 4.75026429667074 73.6998243384081 17.647337897901
Sim01_10_367 10.25 64.4491306921547 11.0604709435268 37.3168836704419 23.7211716318625
Sim01_10_368 14.5 63.7153152765278 7.35447478921096 39.5017858516125 18.6427621762375
Sim01_10_369 19 78.7557935081915 13.2491582125516 64.6370514282656 13.3365727488894
Sim01_10_370 17.25 74.2366693533843 15.6182251661336 58.6178883721901 16.6126925198039
Sim01_10_371 12.3333333333333 59.1994867247226 5.58244343768045 30.2650892761251 15.3107443768144
Sim01_10_372 14.5 71.7170494437401 10.0358627008502 31.5165764745183 14.4704626916614
Sim01_10_373 16.5 82.5455243954385 13.9420309503191 64.2330128902655 12.027120949176
Sim01_10_374 23.75 94.5129107067583 28.8464717784178 109.403691379453 7.46722332980784
Sim01_10_375 18.6666666666667 99.3090666017864 31.6563783818744 45.2568777410141 5.5578577189964
Sim01_10_376 13.3333333333333 63.7314051072494 6.05614384192809 37.7125226333846 14.3471276167167
Sim01_10_377 18.5 80.901068147581 14.2133901518898 61.8336528805187 11.8797130517613
Sim01_10_378 16 50.5276791886234 5.45324826536459 58.8078590608119 15.6591330898432
Sim01_10_379 17.25 79.3853704493925 9.60919754641507 54.5889239312495 11.8250003196028
Sim01_10_380 12.25 49.1689391292492 4.41067500913823 39.9733759863221 34.8394122465434
Sim01_10_381 15.75 72.4686110358149 19.5442738422794 51.4024693954754 22.3536738715963
Sim01_10_382 18 67.7308144557454 9.3972785962797 76.5419443396791 8.2708680973066
Sim01_10_383 11.25 52.1453371308864 4.29969289913592 33.1970628498976 25.9668773194317
Sim01_10_384 15.5 77.1465931298198 15.1750366191547 50.6277652621795 14.8702127428633
Sim01_10_385 12.6666666666667 59.4071146297384 5.59073287126814 39.633392650327 12.2213025047057
Sim01_10_386 23 119.674059458528 65.666473963713 69.4026521266947 4.6394674649098
Sim01_10_387 15 74.4217401529786 8.48199347084676 42.8960579966855 12.7384153908876
Sim01_10_388 16.25 75.9087053592313 11.0803635107627 64.5198478210011 12.2185176525811
Sim01_10_389 23.75 83.751323667066 30.907563224834 113.98724004102 7.37549175600255
Sim01_10_390 16.6666666666667 58.1858453978006 4.23348091723736 57.1504200899119 17.5873248002776
Sim01_10_391 21.75 126.34294044571 117.866565427537 47.6955121754495 4.56908995382079
Sim01_10_392 20.25 112.455700960304 41.5804884086673 56.7303856475922 4.98763980290829
Sim01_10_393 11.3333333333333 69.1623614357207 8.88077394786762 27.5472894111242 11.2974555993907
Sim01_10_394 9.25 57.9047365884902 12.1183756794098 37.7362746211199 15.5751200487404
Sim01_10_395 17.25 79.014081093753 13.8676109889027 65.5298910325421 12.5876335068792
Sim01_10_396 9 34.6485648490348 2.38819510853805 43.840291490223 23.6120334557607
Sim01_10_397 15 60.0798809554587 5.43842818894558 39.1028728576455 19.1656692614549
Sim01_10_398 20.75 133.169897602519 172.811600554279 28.6577640904074 4.5451477360124
Sim01_10_399 24 139.689545120145 148.273229900472 56.7467919076566 1.90590088600865
Sim01_10_400 12.5 47.9287664258222 4.42214039136483 40.412403522224 33.7781476395789
Sim01_10_401 12.5 60.5790840891694 5.13314515724561 31.9144558306338 19.0441950781081
Sim01_10_402 11.75 50.9519630514408 5.27025127851175 38.8015761885613 23.2010328454983
