core depth age sd offset N_offset
Sim01_75_033 15.7 75.4437845434901 12.2061619721019 53.3211371807676 49.5946634133087
Sim01_75_034 11.8235294117647 57.4018562360306 3.66497893759281 44.4958602557285 69.6668810974334
Sim01_75_035 14.5625 63.6030409973702 3.88212742437703 52.7626884994909 50.8499347436736
Sim01_75_037 13.6875 66.8151589421092 4.75489749006107 49.2204527549242 57.6776418217722
Sim01_75_038 15.5 78.6024867430556 15.7089629014859 47.071360414288 51.4866247079973
Sim01_75_039 13.375 59.1481603754104 3.40955311518374 52.3393175349261 57.49086739922
Sim01_75_040 13.5 63.0223649051891 3.71377940087531 51.4137499258709 55.7286897360086
Sim01_75_041 12.4375 58.7411889956325 3.3397873857896 45.6662363170333 62.1040890873337
Sim01_75_042 14.1176470588235 66.8962402714166 4.65179918671094 52.6696667663526 51.9462729608495
Sim01_75_043 13.125 61.8513096212416 4.33498062722449 49.9789089057679 57.0238824679955
Sim01_75_044 15.4 73.5910307256412 11.0314300728753 51.0329298937444 57.1464436020156
Sim01_75_045 14.3125 63.3701763439259 4.43672848133314 52.4417658132184 55.3844997628786
Sim01_75_046 13.8 71.667752566053 12.9668789509034 44.1402529909804 63.9871451530443
Sim01_75_047 15.45 77.8100800406759 12.2136235597456 51.1388971951473 49.6905056214921
Sim01_75_048 15.8 79.080503673037 14.127292820867 49.9977704141487 49.5061665948365
Sim01_75_049 16.35 82.7140858142739 18.621390798872 51.6084090268616 54.0775627171793
Sim01_75_050 17.05 82.6149024541705 19.406170527567 56.1166519581676 50.1597084682058
Sim01_75_051 14.75 76.09822913293 12.6755683985095 50.3134257834097 61.017406841057
Sim01_75_052 13.0588235294118 57.2976585065098 3.68282288257383 47.7177919178751 64.8866612658235
Sim01_75_058 14.95 72.9517326093261 11.5105909850026 47.1999959168948 67.3700314601385
Sim01_75_068 12.0588235294118 55.648468711825 3.2397451549333 44.1096740607289 66.8083929357312
Sim01_75_073 14.25 64.830336303585 4.3580410550221 54.7346316696491 49.3601823549694
Sim01_75_085 16.1 82.1297764937177 16.5772349268418 57.1712701233041 43.3444079569445
Sim01_75_086 13.3125 60.5953409303048 3.56640092341895 50.582715052433 63.5878254717186
Sim01_75_093 13.4375 60.9697423915351 4.00360048127596 49.8200707064524 56.9610034701339
Sim01_75_094 13.0588235294118 62.100741518861 4.1516768172787 46.0155158074038 60.4316567215172
Sim01_80_001 12.6111111111111 56.9823034851739 3.12179485369941 45.7085651207736 71.7255121017059
Sim01_80_002 11.8333333333333 54.2245070823093 3.05489673109678 41.9712144558454 71.6213932984455
Sim01_80_003 12.5 59.9977878923171 3.84085483925324 47.3246700444218 67.2394184051734
Sim01_80_004 14.5 63.1227213823001 3.55054336691284 55.217024546196 57.0445952362748
Sim01_80_005 13.3888888888889 62.4556001709789 3.97139156227887 48.4274415216218 65.0233879389724
Sim01_80_006 12.4736842105263 58.3373373720809 3.21832083954703 45.7253080881796 68.3752219405852
Sim01_80_007 12.6111111111111 58.3720439327289 3.54939673185146 47.2588788287575 73.1584054369915
Sim01_80_008 15.3636363636364 74.306268136587 10.8440555450797 53.6872780601805 55.63377060971
Sim01_80_009 13.5789473684211 59.7145000815499 3.32478362561492 50.7399338282759 65.5025210924461
Sim01_80_010 14.3157894736842 66.4871797742993 4.21971432436465 54.9758985102101 56.3369871181263
Sim01_80_011 13.3157894736842 62.8651498927961 4.03679930722483 50.3116606425341 64.1888850519864
Sim01_80_013 12.7222222222222 55.7862731506804 2.98490940255173 47.419542557002 67.3411271315966
Sim01_80_014 13.6666666666667 63.4278500548355 4.0843715844508 49.7423650302349 65.3616318045361
Sim01_80_015 13.7777777777778 61.8328101832765 3.9815477654282 53.0157832900693 60.8196262352188
Sim01_80_016 14.2777777777778 62.5382207809529 4.23995377827817 53.0985967343424 53.4349550667989
Sim01_80_017 15.6666666666667 65.8117255118 4.34445007215454 61.1955166098316 51.8772442446486
Sim01_80_018 15.1111111111111 62.1845652915318 4.09972650707382 57.2881903767527 58.6294255556272
Sim01_80_019 13.6315789473684 64.6942646344086 4.26315804496539 48.1151628674992 61.9060151272613
Sim01_80_020 13.5263157894737 61.4661271157362 3.61360460444022 50.2851098241522 64.4056661146646
Sim01_80_021 12.7777777777778 59.396892849809 3.48988395984455 46.9119984975305 69.481897404111
Sim01_80_022 13.7777777777778 61.8819974196298 4.08414991647519 50.2814716941643 65.770651204536
Sim01_80_023 14.9545454545455 76.5547020625167 13.8242489731057 47.2895249010487 60.0314161529308
Sim01_80_024 13.6315789473684 63.3680659348772 4.06815444556745 52.5394971624665 58.8078280631923
Sim01_80_025 11.7368421052632 55.406807465406 3.03546936366336 42.2822108872216 77.4267875155408
Sim01_80_026 15.7222222222222 66.3646419528779 4.51342983160262 61.6774668824946 56.7283608377126
Sim01_80_027 13.1578947368421 61.6989559131963 3.85195599525404 51.3376386511655 62.6562062500117
Sim01_80_028 14.6666666666667 63.8034631510747 3.65481578280319 55.3110828334101 63.9427409574012
Sim01_80_029 14.7222222222222 64.2353872564755 4.12507293258491 57.553374081995 57.2877595080575
Sim01_80_030 12.6842105263158 58.357453099324 3.27211380942938 44.5678627682089 72.3842409136877
Sim01_80_031 13.3157894736842 58.8830354419873 3.29480580733018 49.0652397546421 71.9741687901015
Sim01_80_033 14.7894736842105 65.3583487495231 4.31168354365404 57.3184065724912 58.0012418189227
Sim01_80_034 14.8636363636364 79.0672616223671 16.3039467084922 44.2144768914098 58.171955152101
Sim01_80_035 13.3888888888889 63.7485094521617 4.25835034624903 47.2620987243156 63.9472389978762
Sim01_80_036 13.4444444444444 62.7948379525166 3.71745099014212 49.304403553346 58.2076198456925
Sim01_80_039 13.4444444444444 60.0836339295911 3.7901281119465 49.3390989681441 69.6625599220214
Sim01_80_040 13.4210526315789 63.3293817092624 4.28426738995976 48.9933289413314 62.7083481844576
Sim01_80_041 11.9444444444444 55.2888221909892 3.42484173092175 43.6788587705391 74.6814138373618
Sim01_80_042 15.0909090909091 76.8829811091272 12.0642616253766 50.5497972192305 56.179436280474
Sim01_80_043 12.85 58.7314943220444 3.28272090092994 46.7752987278993 72.5868959301513
Sim01_80_044 14.7222222222222 61.010214658782 4.06712560767187 56.7952887161127 54.7396510552273
Sim01_80_045 12.8947368421053 56.7954802688185 3.19834092307154 46.4860875658852 70.9953928273975
Sim01_80_046 11.6111111111111 54.892637420535 3.09690343940184 41.6666023331783 73.9850883104577
Sim01_80_047 11.9444444444444 53.5252912369009 2.71764792358066 44.9177074043597 74.0518299920313
Sim01_80_048 13.6 63.3839521606894 4.12082415692931 51.0921677487507 64.8345383049919
Sim01_80_049 12.9444444444444 60.280601807373 3.50862794067667 49.2993408512754 60.9980194518057
Sim01_80_051 14.5 65.3060349048167 3.80486668692635 53.4054337641873 51.7007410272196
Sim01_80_052 14.4090909090909 70.0235104495722 6.91455701155655 51.2981875122623 65.7520328189255
Sim01_80_053 14.5555555555556 64.4744958733946 4.21844636595615 54.1184855107463 69.0695409673551
Sim01_80_054 13.8947368421053 63.5678625882502 4.11138557311009 51.2686113310442 66.7955728852877
Sim01_80_055 13.1578947368421 59.0349125833543 3.3578064025711 45.8515699596858 66.8106599914847
Sim01_80_056 15.2777777777778 67.4190342092397 4.2001496965351 57.4169963339627 51.8533333192743
Sim01_80_057 13.1578947368421 60.6807928400297 3.62789593811878 46.5472428357299 72.1078125917338
Sim01_80_058 13.6111111111111 59.9501658497631 3.47950974117231 48.6772118898382 71.9797596237834
Sim01_80_059 13 61.3532432473042 3.98635370458719 48.7542238004395 63.8585744040853
Sim01_80_060 13.8421052631579 63.8726281751128 3.95880696810668 50.2396496620182 64.4984239128696
Sim01_80_061 16.2272727272727 81.9862976255114 20.2246867804866 51.7081575018769 63.7382239777981
Sim01_80_062 12.5263157894737 60.3990268523736 3.963647257641 44.7582224319224 67.8221057789428
Sim01_80_063 15.4444444444444 66.5497075193616 4.469875435968 59.9832885269435 57.6944603245461
Sim01_80_064 12.8947368421053 60.6806034639897 3.80784384134686 47.8000204356072 69.0033460702087
Sim01_80_066 15 62.8073167229005 4.09038759129852 58.2574693835279 63.1120619708163
Sim01_80_068 13.7777777777778 65.4543080838322 4.20414989826545 52.2870690086882 58.1582650282988
Sim01_80_072 13.5789473684211 61.2260043735046 3.86740679145352 51.4830427428831 65.7696624291195
Sim01_80_073 16.0909090909091 77.8398425774844 12.6104285694751 55.0283256629516 52.1793002767489
Sim01_80_074 12.75 58.2787525111737 3.30883685360039 45.9246728174963 74.1367805280283
Sim01_80_076 16.6818181818182 79.6671037291632 14.5338200327165 57.8681539717373 48.2672203281272
Sim01_80_078 13.3333333333333 61.1701474624888 3.39630161293998 48.7811379056577 74.5625014067299
Sim01_80_079 13.7894736842105 62.3369055888429 3.38987689897736 51.6010859483477 59.9645662858046
Sim01_80_080 12.7222222222222 62.4755407005714 4.46070763465393 44.9908547093086 66.613984220138
Sim01_80_081 13.5555555555556 61.0858436954836 3.77261891270644 48.6545398966728 65.9016784545555
Sim01_80_082 13.3888888888889 59.2389123451597 3.19854208650652 50.9383234965095 68.7307641987457
Sim01_80_083 13.1666666666667 62.0713030332119 4.26955759945983 47.7205279604431 63.037097508658
Sim01_80_084 14.2222222222222 64.1174393018321 4.01775157350615 53.2381702314278 59.1758197819991
Sim01_80_085 16.4090909090909 79.95450230296 14.9075184873869 56.1414782398295 51.7512877567776
Sim01_80_086 12.5555555555556 57.9282066319732 3.17964863285406 48.7662536070558 65.9339246350665
Sim01_80_087 15.7272727272727 79.7359529907957 14.4512056562728 50.8096860528039 61.9690693990566
Sim01_80_088 14.6666666666667 62.4800675063925 4.12443912560943 55.8019918578584 63.5934812146627
Sim01_80_089 15.2272727272727 76.8572530186544 12.5142417937372 49.0574819095301 62.7300172618673
Sim01_80_090 15.2727272727273 73.0561517257081 8.88322928648749 52.1108634294705 61.5519819561552
Sim01_80_091 13.2631578947368 62.1464918776413 3.84489930675266 49.5336609723385 73.3175847962926
Sim01_80_092 14.5 63.7541270879321 4.40222926210917 53.3043054967218 57.7139397784634
Sim01_80_093 14.1111111111111 64.0815805153745 4.15396619418738 56.0367913487333 53.1247394027958
Sim01_80_094 13.5 59.4941320864727 3.63482037794068 50.4184305921599 69.5373289871697
Sim01_85_004 13.2 60.109288039795 3.67191103186499 47.9002609123403 67.8598363869144
Sim01_85_005 14.2631578947368 63.2197471470193 3.91204160806278 53.1703842712637 60.9978753931473
Sim01_85_006 13.4210526315789 58.0166669369073 3.55916624874413 50.4964664068874 66.2704147277522
Sim01_85_008 14.7826086956522 70.1220411824343 8.27363361938474 51.1939477507165 62.0592379307471
Sim01_85_009 14.695652173913 74.6151284796889 10.3460465285399 48.9228301559184 62.0608159887365
Sim01_85_012 15.0909090909091 75.8490896481714 10.2992144289293 51.1719531487901 56.3036675922907
Sim01_85_014 15.45 66.0447448307012 4.13941584002248 57.9454384039548 67.7091682103066
Sim01_85_015 16.6086956521739 79.7378858066352 14.4303053164957 56.5325416855141 54.0680602506677
Sim01_85_016 12 57.8637981012054 3.49988726457576 41.8132658572662 77.5395689807588
Sim01_85_017 13.3 61.6132468067463 3.84355212267731 49.268739163613 67.7018559635289
Sim01_85_018 12.6842105263158 59.119604399295 3.43005919977253 46.3675919981473 69.4122457176961
Sim01_85_021 13.3684210526316 61.5427048101004 3.66409500079087 50.3358641483829 63.5579442398593
Sim01_85_022 11.6842105263158 53.8959489965683 2.7436051809638 42.9671235479063 78.8379226076885
Sim01_85_023 14.3478260869565 70.873324896803 10.1498369507039 48.2043452538107 64.5473469095791
Sim01_85_024 13.55 63.2427138607061 3.9806128939806 51.9008608187109 61.7506993797074
Sim01_85_025 13.45 61.3705795330325 3.79468923233129 50.5243412769719 65.1472457685035
Sim01_85_027 15.3684210526316 64.4302325365839 4.24934046341169 58.9694909428545 56.0785830084434
Sim01_85_028 13.1 59.6262029389854 3.18534099264069 47.4224158041788 68.83899004191
Sim01_85_029 14.2631578947368 65.1771870038042 4.29887929937051 54.3587564119611 61.3786073177573
Sim01_85_030 14.1052631578947 60.8521722635236 3.86068998497405 53.3388863905647 58.3842975240125
Sim01_85_032 13.6842105263158 62.6346904224941 3.59614993998566 51.7071680508244 66.6633732240384
Sim01_85_033 13.2631578947368 60.9688149339213 3.96172155759825 47.6885035319677 65.9971833719019
Sim01_85_034 13.65 63.0301299249159 4.06733395433554 48.4231698594811 67.9520301194394
Sim01_85_036 12.75 59.1206733969024 3.61123051450702 45.3668903437114 71.1941280903642
Sim01_85_038 12.3684210526316 58.3250464625118 3.65065852556268 42.4274173430166 76.0527114405097
Sim01_85_039 12.45 58.5617694330606 3.27547262133946 45.5753109403392 72.8073457646011
Sim01_85_041 14.3 61.6425998755423 3.39560552248523 52.8699870048915 70.0015708987352
Sim01_85_042 13.3684210526316 62.7130233818953 3.88067582461729 49.018136483853 63.9741764633
Sim01_85_044 14.75 62.2520739567139 3.94882895558896 56.9938669894761 57.4228042304823
Sim01_85_047 13.4210526315789 59.2876383960239 3.64241256589817 49.6780848910206 72.1266020288965
Sim01_85_049 14.05 64.4187194398164 3.83088406968503 52.5656172040742 61.6148184370717
Sim01_85_050 13.8947368421053 62.9360256208367 4.10755007215484 52.0121985463504 65.954634420387
Sim01_85_051 13.2631578947368 60.4030467690381 3.77142475302929 47.9926136340551 73.7084657569912
Sim01_85_052 12.5263157894737 56.2942825731508 2.97806952390271 46.1226592234896 70.1098806458096
Sim01_85_053 13.4 62.0544851287371 3.72485792191583 48.7865793796257 66.8132915694437
Sim01_85_054 14.047619047619 65.1756124038083 3.88287372605278 52.744553471495 62.4985569741799
Sim01_85_058 13.5789473684211 64.1521512180353 4.08150734512534 53.5709183725495 58.6281738901552
Sim01_85_059 14.35 62.685177882151 3.94152346401243 53.3931504021752 64.1884006861145
Sim01_85_060 12.8 57.582977997457 3.10912384216926 47.1079882078142 70.0646235300901
Sim01_85_061 14.3684210526316 63.9391554335241 4.01932525788046 56.0236239989665 58.0795649218225
Sim01_85_062 11.8947368421053 56.2712414804399 3.38088694969319 43.6905313411455 77.9606318635336
Sim01_85_063 14.8260869565217 75.0201356925916 12.6854918717144 47.6191865353036 64.9257633695715
Sim01_85_066 12.3684210526316 59.0046507285437 3.26288040073418 46.7759161278548 71.7227386672037
Sim01_85_067 13.9473684210526 65.6520578575357 4.21289770472037 51.8597119156505 58.4946042762289
Sim01_85_068 13.1578947368421 61.6456847496203 3.50708459474532 49.0170200099444 73.3130178476001
Sim01_85_069 14.1578947368421 63.7556958891129 4.07834909726408 55.5434912206056 55.1069158919094
Sim01_85_070 14.35 63.8042427378973 3.88467034237842 52.4123030519452 61.0914886166283
Sim01_85_071 12.8947368421053 59.182377070154 3.24234599033632 48.277856343301 71.9472494703539
Sim01_85_072 12.3684210526316 57.4842243351366 3.6022231921082 43.8337571984987 74.443442658587
Sim01_85_073 14.6521739130435 73.2380398468044 11.937303355756 48.6150872144565 64.308817128399
Sim01_85_074 14 61.6489582348348 3.87012018015644 53.814820290866 64.3104174889393
Sim01_85_075 13.5789473684211 60.6067043901992 3.33626000031482 50.6720770895275 68.8392871768809
Sim01_85_076 13.25 61.5207482818543 3.98882857438202 46.4839290607695 68.190018046177
Sim01_85_077 12.9 60.2589769014857 3.64424107266517 47.8021352133185 69.9390481926176
Sim01_85_078 13.4 61.1035873074075 3.79917872216959 50.018305127679 66.7301160546546
Sim01_85_079 13.1578947368421 59.805928477419 3.76595667183485 48.2316176147382 67.3478255198892
Sim01_85_080 14.4210526315789 61.227466755284 3.62455116109276 54.1112946898438 61.6636488068793
Sim01_85_081 13.05 57.1237530338782 3.07590599781172 48.4055106233312 69.5152115844596
Sim01_85_082 11.85 53.4412501651953 2.69822463000012 43.6993707646761 81.4793661149355
Sim01_85_083 13.5263157894737 63.8253674473968 4.0754018577236 51.1621389668815 66.1229023187343
Sim01_85_084 13.6315789473684 63.5968220531939 4.12966210586089 51.3461601736356 61.3974115762557
Sim01_85_091 14.4736842105263 65.5206766901062 4.22180257128205 53.3630539356479 57.5457318428658
Sim01_85_092 15.0869565217391 73.887943453841 13.5752082842896 48.8230569231861 62.2843105254443
Sim01_85_093 13.6842105263158 60.7057996991766 3.92685063420873 48.8756590393497 64.9585088192948
Sim01_85_094 13.5 61.7533924856291 3.84939928307146 46.5460753754344 77.6572122936122
Sim01_85_095 13.9473684210526 64.0421842921023 4.20436046935489 53.7339364612816 58.6951183233544
Sim01_85_096 14.7894736842105 64.5345930890003 4.16300411463328 57.5350105612264 56.0504962873505
Sim01_85_097 14.4210526315789 62.8155322994383 3.97774867597528 54.4147478289595 59.6771020876528
Sim01_85_098 15.2105263157895 67.8993043960937 4.36716606459153 55.4193348512262 51.8535193217024
Sim01_85_099 15.3913043478261 77.6359293942987 12.4342643241996 51.5954738183915 55.3730312614107
Sim01_85_100 13.8 63.2194247221772 3.94076518083002 53.7513636001188 58.9478462656042
Sim01_90_004 12.5238095238095 58.9439469033267 3.5251910140864 44.5215131847566 75.605176089963
Sim01_90_005 14.5238095238095 62.9358708112967 3.91594591593655 54.5862347378272 62.260553653909
Sim01_90_009 13.4285714285714 62.0334411181879 3.7595035496782 48.8961696004327 73.2907503183748
Sim01_90_011 14.047619047619 65.5865779870455 3.97011079750601 52.5497074654427 63.41772196799
Sim01_90_012 14.1428571428571 63.8960321214845 3.95479089481857 51.562111110781 72.1331803963771
Sim01_90_013 12.8181818181818 59.2006911240727 3.05188219332599 47.2004060205509 76.0897389559232
Sim01_90_014 15 74.8457767938216 11.8740693472925 48.584855838353 63.8965933009276
Sim01_90_017 13.4285714285714 60.7473417115573 3.60748345198494 50.2655802494949 69.7670188264242
Sim01_90_019 13.7142857142857 63.9179990238748 3.91572223318556 50.9505384065374 69.6144138915787
Sim01_90_020 14.3333333333333 66.4003855235325 3.99927781975663 51.5246479979498 60.3895936713795
Sim01_90_023 13.2380952380952 60.2758558084777 3.58385257698557 49.1251898254252 71.2242131830868
Sim01_90_025 14.1428571428571 63.0464127828007 3.9025147388518 52.7058987835902 68.5691760947202
Sim01_90_026 13.952380952381 62.6655851478477 3.71813435067224 51.4252521904034 71.9719552276437
Sim01_90_028 14.4285714285714 64.7999415543462 3.9914689429838 54.1942908065404 69.0874917774571
Sim01_90_029 13.2380952380952 60.3377609197723 3.6347029196027 48.5974857445689 72.0959784054827
Sim01_90_030 13.4761904761905 62.3347676613012 3.8721859631158 48.4847961848305 70.9845415835318
Sim01_90_034 13.3333333333333 60.7955330830169 3.39981600890625 48.8757465239083 69.7817219874616
Sim01_90_035 13.8571428571429 62.0073461566593 3.88008831303059 49.6701645978708 70.6416894916035
Sim01_90_036 13.7272727272727 62.7725529737542 3.80883193636447 50.8954038585602 70.0950697821461
Sim01_90_037 13.4545454545455 62.4141168627193 3.69849180924271 49.9827880541648 70.1812116823975
Sim01_90_041 13.6818181818182 62.6248851919393 3.69857399891618 51.7343627788901 66.8975016617754
Sim01_90_042 12.8095238095238 57.6777881971618 2.97478970457029 47.1358824514817 73.1866179406591
Sim01_90_045 13.6666666666667 60.6885130382828 3.56121802236942 51.4531074413862 70.1571384578427
Sim01_90_046 13.5714285714286 61.8349407443143 3.66661443428765 50.5968795336342 70.420388354132
Sim01_90_049 13.5714285714286 63.6781613142308 3.90736440303565 52.103142594096 65.1206701295388
Sim01_90_050 13.5238095238095 60.3104553879368 3.34660058698608 49.8670580606673 69.1604662593549
Sim01_90_057 13.7619047619048 62.9406986438308 3.7561858187088 51.0405405196809 72.5119941016689
Sim01_90_069 14.96 78.0671283127999 15.2627184571404 48.2050415552262 63.7829549117518
Sim01_95_002 13.2727272727273 61.9718456692251 3.60846738972173 49.5448532603761 72.6909843400341
Sim01_95_003 13.0454545454545 61.7672135167686 3.77247041241647 46.5560697651384 73.6108822920483
Sim01_95_004 14.5 65.4764978966095 3.82706311687771 53.0363077594239 66.7666437031886
Sim01_95_005 13.1363636363636 60.4792844188231 3.50411314011558 48.9325959044151 74.5930453668534
Sim01_95_006 13.5 61.1767137507957 3.26421583573818 49.1334236340537 77.7807756681058
Sim01_95_007 13.3478260869565 62.2470601257009 3.62056629102354 49.3046645204949 73.7614320425643
Sim01_95_008 14.1363636363636 62.4372887023728 3.66668809601637 53.3725803859146 67.5479011590474
Sim01_95_009 12.8181818181818 59.2047940414941 3.05286152982086 47.1963031031295 76.0852108046816
Sim01_95_011 13.5909090909091 62.0889397225309 3.5582042170587 49.0999028313134 70.7251069101264
Sim01_95_012 13.8181818181818 62.4431274760296 3.70901110845272 52.3078299849958 65.5099377668451
Sim01_95_013 14.0454545454545 62.8192459919116 3.69776089706511 52.9740145851087 68.0435200141334
Sim01_95_014 13.4545454545455 62.7475809294016 3.75880307555465 50.2747926901234 69.1984742428412
Sim01_95_015 14.1363636363636 62.4372887023728 3.66668809601637 53.3725803859146 67.5479011590474
Sim01_95_016 12.9090909090909 59.9718548025293 3.20277389922736 47.4207181317532 74.5561945698399
Sim01_95_017 13 59.0580853264958 2.94562699503381 47.7977860508871 77.1966008758536
Sim01_95_018 13.0454545454545 61.0286443655665 3.54090924042016 48.0620832358536 74.1296742661905
Sim01_95_019 13.9545454545455 62.8077365794447 3.77459849772866 52.5213235645779 67.2036416710377
Sim01_95_020 13.5454545454545 62.412090299126 3.72699341657735 50.626891831666 68.5786921372375
Sim01_95_022 14.4545454545455 64.1096861157024 3.7497625209016 53.8806393713103 73.3449193524965
Sim01_95_023 14.2272727272727 63.3810126067346 3.73362906138518 52.9884725603052 68.1497146775178
Sim01_95_024 13.9545454545455 63.1832824417052 3.73752056888454 52.4366120264515 69.7972334662834
Sim01_95_026 14.5384615384615 70.8754493987943 7.84282225345283 50.2632751137246 69.5673709576479
Sim01_95_027 13.2272727272727 60.2336618980715 3.46899297628233 49.3515845340303 72.6932707221048
Sim01_95_028 14.0454545454545 62.261384799704 3.6582240721926 52.6815922666808 65.7636557370786
Sim01_95_029 13 59.5419686159954 3.10617233997057 47.3139027613875 76.9787771628217
Sim01_95_030 13.6363636363636 62.8968058622925 3.69380379354037 51.4565065302434 67.8983659414177
Sim01_95_031 14.0454545454545 63.6666411432614 3.76949880919014 52.5982275842544 68.6221173046691
Sim01_95_032 15.3846153846154 76.1778398423243 11.9616811347119 51.1541349840275 62.5559424427288
Sim01_95_033 13.9545454545455 63.849992068289 3.77883530511029 52.0740391875561 69.7580085729912
Sim01_95_034 14.2727272727273 63.4150601645824 3.74878455214252 53.0555642770862 68.2364278621809
Sim01_95_035 13.5454545454545 61.5028635929687 3.54151153562208 50.3420851411237 70.6063779816018
Sim01_95_036 12.7272727272727 58.2389170345412 2.92394898876842 46.8298715290222 77.6537676133308
Sim01_95_037 13.7727272727273 62.7543954773978 3.70193238240412 51.7431276777921 67.3120728536452
Sim01_95_038 13.7272727272727 62.7189234004909 3.68703883131702 51.6774604800702 67.2519831330394
Sim01_95_039 13.5652173913043 62.3768918338206 3.5907403577966 50.7637142409656 70.8435237914461
Sim01_95_040 13.5909090909091 62.288670611403 3.71156893036672 50.2524450681352 69.5900707798311
Sim01_95_041 13.4090909090909 61.5276765744003 3.78113068691612 47.6145560291598 72.6690655026592
Sim01_95_042 13.9545454545455 63.849992068289 3.77883530511029 52.0740391875561 69.7580085729912
Sim01_95_043 13.7272727272727 62.7720244402139 3.80867004844662 50.8959323921005 70.095595872431
Sim01_95_044 12.8181818181818 59.2047940414941 3.05286152982086 47.1963031031295 76.0852108046816
Sim01_95_045 13.4545454545455 60.977419028849 3.54585817667996 49.4314294874341 71.3241890927601
Sim01_95_046 13.5454545454545 62.9648458217696 3.72148340920288 51.3269216192676 67.8075224272271
Sim01_95_047 13.0909090909091 61.1846483955531 3.55561037206233 48.3488168845279 73.6115941616206
Sim01_95_048 12.5454545454545 57.0146453149829 2.92988449236101 45.3558558539676 79.3079371107481
Sim01_95_049 14 64.0224833055829 3.82547530674291 52.1198913315945 70.0887304799623
Sim01_95_050 13.6818181818182 62.5396916521496 3.79582449711464 50.4921235445503 70.6812623590198
Sim01_95_051 14.2727272727273 64.3199189723508 3.73340294837426 52.6652393083987 64.5078675366425
Sim01_95_052 12.9545454545455 60.6486416462229 3.57475116416647 47.2572062085848 75.5571420456981
Sim01_95_053 12.7272727272727 60.4979884434566 3.68140740736512 44.2315936525252 76.3812800890591
Sim01_95_054 13.5909090909091 61.0480085314699 3.50831981310797 50.1186296969146 75.0204015192719
Sim01_95_055 14.3636363636364 64.711713350394 3.81494079157369 52.5660995514717 64.7534039206659
Sim01_95_056 13.9090909090909 62.9045570621254 3.75778655614319 52.1253189112227 66.4150484057179
Sim01_95_057 13.5 62.7684648171038 3.70396891648845 50.8026469134192 68.49005490976
Sim01_95_058 14.0909090909091 63.6698794385812 3.78366825186509 52.6458613074598 68.3350981330723
Sim01_95_059 13.5454545454545 62.1933399696772 3.73055265826526 49.1203407274073 70.4169890777159
Sim01_95_060 14.8076923076923 74.6864239605858 12.1676363794447 48.2770781666538 68.524353066592
Sim01_95_061 13.7727272727273 62.6975068370706 3.69824524983009 52.0475150456613 66.5232750953751
Sim01_95_062 13.3636363636364 59.9718332096012 3.25697517560818 48.7868224780452 73.438237775683
Sim01_95_063 14.4545454545455 64.6210718075081 3.73986280027102 53.3692536795046 66.7740931832479
Sim01_95_064 13.5909090909091 63.1391185308297 3.76672968083118 51.3709922915398 68.1522743228874
Sim01_95_065 14 63.5986582487745 3.65387231186314 51.6921483663329 75.6268531709801
Sim01_95_066 13.0909090909091 61.497171123581 3.71543372531837 46.9486062486645 72.0000598752749
Sim01_95_067 13.7272727272727 62.818336090941 3.74947331429176 51.7592552612208 67.201572654677
Sim01_95_068 14.4090909090909 64.6138167947337 3.83205876283199 52.9631802778065 65.7751320647662
Sim01_95_069 13.1363636363636 61.5104584999537 3.73011128624329 46.986190890817 71.6992292388084
Sim01_95_070 13.6818181818182 62.862730579388 3.79117632366007 50.506042082252 69.2461300352544
Sim01_95_071 13.6363636363636 62.5057459181494 3.65614421840656 51.1191102333723 68.2462188764359
Sim01_95_072 13.9545454545455 63.849992068289 3.77883530511029 52.0740391875561 69.7580085729912
Sim01_95_073 13.3181818181818 62.7217092198005 3.68025929320699 50.1289029701479 70.6405241490255
Sim01_95_074 14.3181818181818 63.8374753184236 3.75827959412713 53.2488222369548 71.0386189955331
Sim01_95_075 12.8636363636364 58.977185107596 3.31061721342052 47.5637774132123 77.6658011772026
Sim01_95_076 13.0909090909091 61.4271316435073 3.58197565421661 48.5509580647241 74.250166651352
Sim01_95_077 13.6818181818182 61.7540402722011 3.53381542956718 50.9949363935256 72.8165663356877
Sim01_95_078 13.4782608695652 62.5236056270091 3.5991041776226 50.2909819966138 72.0094690907087
Sim01_95_079 14.5384615384615 70.8754493987943 7.84282225345283 50.2632751137246 69.5673709576479
Sim01_95_080 13.1363636363636 61.5413091573979 3.53569092708261 48.9855186618315 73.4364048668717
Sim01_95_081 13.5454545454545 61.2121566158744 3.55869596114981 49.3610128242601 74.7866323447016
Sim01_95_082 13.3636363636364 61.9997524686613 3.6571508157526 48.9782021192817 70.7489700328745
Sim01_95_083 13.5 62.1825628514103 3.71436021885981 50.2202776437673 69.1486726260761
Sim01_95_084 13.6818181818182 62.917444112247 3.74180085632311 49.6312293390051 72.6730952342209
Sim01_95_085 13.9565217391304 63.2009383908271 3.6433213235033 51.5009635068188 72.7668239256526
Sim01_95_086 13.1304347826087 59.7888452072951 3.34175221585717 48.4751925639743 77.2040306712893
Sim01_95_087 14.0454545454545 62.261384799704 3.6582240721926 52.6815922666808 65.7636557370786
Sim01_95_088 13.4545454545455 60.3327777035868 3.4971790001228 49.5988677706301 72.7680440666598
Sim01_95_089 13.4090909090909 60.9458043034882 3.53190806391691 49.3619049381661 71.2479775817688
