"Information_percentage" "Accuracy" "Precision" "NormAccuracy" "CRS_Accuracy" "CRS_Precision" "CRS_NormAccuracy" "Names" "Simulation"
10 19.6529 47.33515 1.51570019166133 6.98587323279137 21.4192539580482 5.65065746941535 "Sim01_10_092" "Sim01"
10 23.60745 55.18485 1.70708352583601 8.11662054144183 25.2308667961757 5.33133291320989 "Sim01_10_093" "Sim01"
10 50.55125 85.27905 2.50630742929946 15.2144735759521 97.3690267977694 1.99944566615228 "Sim01_10_094" "Sim01"
10 36.5136 59.8614 2.43987611382293 40.2952597542337 17.0175326738164 9.47146934319871 "Sim01_10_095" "Sim01"
10 42.46595 85.60345 2.1401268378174 35.7072209793 72.0881971271864 4.15238927555455 "Sim01_10_096" "Sim01"
10 36.1266 97.2004 1.7231272778827 41.6752454405048 478.83504893212 0.860802458253961 "Sim01_10_097" "Sim01"
10 28.17545 94.3075 1.30169491203487 79.1034455416897 79.4310006884105 6.97163848694743 "Sim01_10_098" "Sim01"
10 37.4679 63.8189 2.42204453246974 6.83882024329845 36.4739062316265 1.62987512891048 "Sim01_10_100" "Sim01"
100 1.154744 13.927616 0.290446935781564 3.07844089843529 13.3805446890673 2.17024959519272 "Sim01_100_001" "Sim01"
15 30.8652 48.2136333333333 2.51851909301907 15.2000315505876 18.1947628163565 4.28250359176583 "Sim01_15_001" "Sim01"
15 28.1594666666667 65.2474 1.77086509927172 8.58562449127636 50.4085644500993 3.95412019995261 "Sim01_15_002" "Sim01"
15 32.5946 76.8072666666667 1.97633316233144 34.1639061076606 70.6255017551051 8.27043169974091 "Sim01_15_003" "Sim01"
15 22.4451 42.9886 2.08846996645622 22.2058263765105 10.3998331786432 8.54083945196804 "Sim01_15_004" "Sim01"
15 32.1865 69.2482 1.93879004026564 53.1307391694281 41.2892252828063 16.7406429437053 "Sim01_15_005" "Sim01"
15 47.45 109.7112 1.72999657282028 123.019607966551 37.1564981994482 13.2434017119921 "Sim01_15_006" "Sim01"
15 36.0189333333333 55.823 2.65875706158839 13.3038724823065 23.8869915904133 7.41610989966386 "Sim01_15_007" "Sim01"
15 12.0538333333333 71.8111333333333 0.866043051247509 39.5526523794381 55.5821190961435 5.82237202637468 "Sim01_15_009" "Sim01"
15 40.7287333333333 52.3184 3.11015473450482 20.8084033887543 18.5628289442502 3.06365204486835 "Sim01_15_010" "Sim01"
15 38.8709 116.210166666667 1.34903004195252 148.902041632245 151.591984250444 6.89638667844808 "Sim01_15_011" "Sim01"
15 26.4207666666667 53.2457666666667 2.00657691609578 18.2592935100183 27.2637617108041 6.02596953208664 "Sim01_15_012" "Sim01"
15 15.6602 69.1181666666667 1.0717649236573 28.6992590744939 74.5385789212703 5.03046843654772 "Sim01_15_013" "Sim01"
15 34.2017666666667 91.3759666666667 1.64573810856467 69.7277363301621 123.596008380926 4.79532073935194 "Sim01_15_014" "Sim01"
15 27.9434666666667 54.1961 2.1288587409901 10.6331949495482 22.5664913529097 4.22432335587174 "Sim01_15_015" "Sim01"
15 37.0793 75.1229666666667 2.31499903884762 11.6638959660372 68.0636890767507 3.39769271142523 "Sim01_15_016" "Sim01"
15 35.8857 50.2777 2.85499933370063 2.8118065395136 10.083010804962 1.11546306709495 "Sim01_15_017" "Sim01"
15 17.8238 68.7422333333333 1.26790128408852 23.1624046013571 57.8849213232657 4.52034439901368 "Sim01_15_018" "Sim01"
15 20.6338666666667 80.9633333333333 1.25172810041657 26.310215853525 92.9460058355878 4.12179693034556 "Sim01_15_019" "Sim01"
15 32.6451666666667 68.3092333333333 2.06533266767709 10.5754356265168 55.1954535783007 1.91156854427898 "Sim01_15_020" "Sim01"
15 21.0404333333333 80.8239666666667 1.29241629222371 31.8380952422272 56.0499819371884 4.3802286893788 "Sim01_15_021" "Sim01"
15 32.13145 55.6039 2.34250958630374 37.4338886108784 16.8959244142148 11.5179347899272 "Sim01_15_022" "Sim01"
15 13.6664 81.2262666666667 0.872648726048686 49.2024876257946 114.564523151496 4.52180191070625 "Sim01_15_023" "Sim01"
15 17.7346333333333 34.282 1.89197507216944 27.9981541884457 24.8496050440597 7.94424450842244 "Sim01_15_024" "Sim01"
15 29.3866333333333 52.0204 2.33075095817076 15.8065006291306 20.23146370735 5.37386915128563 "Sim01_15_025" "Sim01"
15 18.2057 35.5835333333333 1.55281303667134 10.7152079725915 15.5921887062941 5.69026022967673 "Sim01_15_026" "Sim01"
15 44.0176 67.2824 2.61688643686908 16.6178378724946 15.4123902363946 4.31285157398974 "Sim01_15_027" "Sim01"
15 12.3772666666667 37.8711333333333 1.48863006165707 34.6045187921463 50.527988756496 7.65691401732943 "Sim01_15_028" "Sim01"
15 33.7003666666667 58.2132333333333 2.43744835721991 8.74806554288181 36.5488044860096 5.61883645393807 "Sim01_15_029" "Sim01"
15 40.20195 65.7916 2.51283015127631 6.15724611361005 33.7406572151644 0.847076429261025 "Sim01_15_030" "Sim01"
15 22.4747333333333 43.6820333333333 1.97676538610066 19.3332773034627 15.8832130995868 8.32626279092292 "Sim01_15_031" "Sim01"
15 25.2582666666667 60.6587 1.68274399958073 20.1342072771852 40.8149189616927 6.25734520754676 "Sim01_15_032" "Sim01"
15 25.6569666666667 70.3500666666667 1.64625631964151 18.6013487394089 58.6256535614121 4.40001050704333 "Sim01_15_033" "Sim01"
15 40.3479333333333 52.3178 3.11301366739599 20.6303608849275 19.3015776506097 11.8673895702128 "Sim01_15_034" "Sim01"
15 30.8401 59.0218 2.15297317872256 29.9668305022002 33.3817694788029 17.1979267165351 "Sim01_15_035" "Sim01"
15 2.7452 7.9244 1.38569481601131 28.0941186160551 14.610469139432 7.69150349600541 "Sim01_15_036" "Sim01"
15 42.77535 61.3135 2.8110507700182 10.0602747047757 30.0226320707691 2.00915326852416 "Sim01_15_037" "Sim01"
15 18.9522 65.6186333333333 1.29430240029223 26.1342542406878 44.2492200049177 5.37963701421336 "Sim01_15_038" "Sim01"
15 45.3705 94.3406333333333 2.12162361917482 21.9238937581496 315.229495424204 0.270622878695424 "Sim01_15_039" "Sim01"
15 37.7159333333333 49.2181666666667 3.11526523811237 16.6518182667915 20.9444601858956 5.63907070062963 "Sim01_15_040" "Sim01"
15 30.30435 84.86675 1.46716135161055 71.05031358472 111.612886173548 7.4492582764036 "Sim01_15_041" "Sim01"
15 36.2773 48.8129 2.97276334739382 10.6054208526304 9.10347584974288 4.65994353263647 "Sim01_15_042" "Sim01"
15 35.3179333333333 91.2889666666667 1.72878999311736 35.6470462741116 64.0182853766474 2.31692813995145 "Sim01_15_043" "Sim01"
15 20.3219 39.3986 2.06321036788109 19.3385855263061 8.57152489165304 9.0245718332513 "Sim01_15_044" "Sim01"
15 27.1503 79.2874333333333 1.70457152091863 28.5409171697141 80.3656238358768 2.63884973331957 "Sim01_15_045" "Sim01"
15 33.0870666666667 101.723933333333 1.48057690990073 59.6371302986283 165.551616902325 2.5368930160588 "Sim01_15_046" "Sim01"
15 30.5795333333333 100.5862 1.45104681183885 31.1504485287864 395.290858530611 1.14835544324265 "Sim01_15_047" "Sim01"
15 7.77936666666667 35.3199333333333 1.39082849851641 45.8596099765085 82.353956523732 6.8364652748743 "Sim01_15_048" "Sim01"
15 30.53885 53.5856 2.34363255243024 16.6237289805002 18.2615026314874 3.24887250157118 "Sim01_15_049" "Sim01"
15 48.1895 59.4313 3.25905726426155 18.4240323330423 15.5616017907754 4.55797959231629 "Sim01_15_050" "Sim01"
15 15.3323666666667 39.0754666666667 1.19012290804833 5.96832889227767 20.6083074872478 5.34418037183621 "Sim01_15_051" "Sim01"
15 26.2457 86.1572333333333 1.41948892520335 72.6628860426778 182.203366028031 6.95447558823801 "Sim01_15_052" "Sim01"
15 30.72315 66.9463 1.84387788795506 70.0505847509877 27.7020278704145 20.033999668909 "Sim01_15_053" "Sim01"
15 18.9165 35.9288 2.10599853042684 17.6367374067038 7.78196955628388 9.06543634186401 "Sim01_15_054" "Sim01"
15 33.7410333333333 111.5551 1.21423460719636 118.227467840513 98.5924755960288 19.4560296515959 "Sim01_15_055" "Sim01"
15 23.5330666666667 41.5684666666667 2.24514396930202 25.0253726918461 11.9831932660217 9.20371637093084 "Sim01_15_056" "Sim01"
15 40.7642666666667 51.1044666666667 3.21934522975741 20.1615554487184 22.6011111817995 4.58958609595044 "Sim01_15_057" "Sim01"
15 36.9433333333333 74.7401 2.24133698939434 6.41695347934546 143.146642851513 1.34558418954527 "Sim01_15_058" "Sim01"
15 22.7481333333333 53.9912333333333 1.75482781848248 24.3983062469737 76.940173670743 6.58060985927827 "Sim01_15_059" "Sim01"
15 35.084 43.868 3.19905170055621 2.15993841432608 7.81845588564104 1.10504603257679 "Sim01_15_060" "Sim01"
15 25.3062333333333 44.5205333333333 2.18952316023625 19.4528903516097 14.105934242754 7.25866783502027 "Sim01_15_061" "Sim01"
15 31.80075 49.435 2.51301112068331 19.0709792166206 14.986341944365 6.77107545402889 "Sim01_15_062" "Sim01"
15 32.574 72.6457666666667 1.91344670385839 10.8042860818474 99.6435379062286 2.58420525849228 "Sim01_15_063" "Sim01"
15 20.8414666666667 74.5326 1.37867087377268 27.6492797068486 166.464190728477 3.69950726338641 "Sim01_15_064" "Sim01"
15 29.8304666666667 49.8762666666667 2.42276151341925 10.9264357483218 18.1070204530554 3.06905641169232 "Sim01_15_065" "Sim01"
15 42.5891333333333 55.5793 3.10756336571395 19.2087918695447 16.9194917194311 10.5866230849156 "Sim01_15_066" "Sim01"
15 31.2926 42.8116 2.92401331542404 9.92214152748717 7.48166940405172 6.51744705669477 "Sim01_15_068" "Sim01"
15 35.1697 44.8405 3.13731559639165 2.15993841432608 7.81845588564104 1.10504603257679 "Sim01_15_069" "Sim01"
15 19.5492 47.0951 1.56954349310201 8.07243309719107 19.0177257793599 5.9092302620615 "Sim01_15_070" "Sim01"
15 36.2944666666667 66.6530666666667 2.28840862450246 5.58864515436915 68.6226036157605 1.94754237276986 "Sim01_15_071" "Sim01"
15 20.9705 35.7008 2.34958320261731 13.4580988489696 7.03145215334852 7.65594278704468 "Sim01_15_072" "Sim01"
15 26.9516 67.9832333333333 1.6432179946821 65.1435404226977 43.9673028062362 17.6420983693159 "Sim01_15_073" "Sim01"
15 33.2077 48.9954 2.71108716328472 14.342269673676 11.6179305787809 4.93797740532925 "Sim01_15_074" "Sim01"
15 32.7773333333333 60.4319666666667 2.34816383490468 11.8198764005121 43.7378337089295 1.70317785681029 "Sim01_15_075" "Sim01"
15 33.8191666666667 67.3774333333333 2.16449908985289 31.0531633155369 41.8797910373743 8.36988108321992 "Sim01_15_076" "Sim01"
15 23.6449333333333 89.1478333333333 1.28581137171441 23.5312411411591 334.414742175443 2.97705977468965 "Sim01_15_077" "Sim01"
15 18.8154333333333 59.7048666666667 1.17958815655608 27.8815513285307 106.664996472005 4.19786536497915 "Sim01_15_078" "Sim01"
15 35.2199666666667 77.0045666666667 1.88368711564988 61.3963593976095 58.4406147380328 7.66721950260173 "Sim01_15_079" "Sim01"
15 6.91 36.4363 0.666542217218052 30.7504299549601 17.7783015444422 8.50605318823023 "Sim01_15_080" "Sim01"
15 35.1361333333333 66.3938666666667 2.17585106324803 11.976448721948 76.8432044349509 3.91335733016165 "Sim01_15_081" "Sim01"
15 41.0541 54.0387 3.03886659005491 32.8030728599803 9.23850527317868 14.2027619793494 "Sim01_15_082" "Sim01"
15 27.1212333333333 81.2044666666667 1.67751617643122 29.5394707215816 101.577159145631 2.41176166777559 "Sim01_15_083" "Sim01"
15 41.0989 58.4096 2.81453048813894 13.4240574290862 14.3959109703163 3.72996400346348 "Sim01_15_084" "Sim01"
15 44.5969333333333 94.0920333333333 2.10036745866043 18.7415519215603 431.874864434029 0.359110043788894 "Sim01_15_085" "Sim01"
15 40.4289666666667 67.9684333333333 2.4731801346914 7.39207648891429 77.2579637025974 1.75266042829032 "Sim01_15_086" "Sim01"
15 39.0939666666667 75.7245666666667 2.32286733463115 16.6397842654981 70.9056564492511 2.80077444132648 "Sim01_15_087" "Sim01"
15 46.2656333333333 72.0462666666667 2.7492069517848 14.5388844039886 86.4130156510836 2.90665237692831 "Sim01_15_088" "Sim01"
15 36.8563333333333 100.291533333333 1.67730468387224 27.6528786925971 207.267775740412 2.04490418330902 "Sim01_15_089" "Sim01"
15 39.0558 48.318 3.23322985222898 17.8895884525599 8.92565703446144 8.01715252266102 "Sim01_15_090" "Sim01"
15 41.385 47.8928 3.45351313085082 9.32963679422165 7.45037585068719 6.48256802997242 "Sim01_15_091" "Sim01"
15 24.7287 90.2018 1.36515652504893 35.7869719157112 92.7140500746183 3.09294868331984 "Sim01_15_092" "Sim01"
15 31.0126666666667 84.8053333333333 1.58173114251756 56.1732215783044 72.0699967826291 4.99843576422451 "Sim01_15_093" "Sim01"
15 30.304 53.4294 2.33173529464827 15.0279261206324 20.9680316039089 4.90527421438565 "Sim01_15_094" "Sim01"
15 28.5479333333333 65.0751333333333 1.89067337375977 22.0978120135895 58.5247401148324 6.74438504820468 "Sim01_15_095" "Sim01"
15 10.0530333333333 68.7483333333333 0.620859364794909 47.0069849081085 83.1405397735932 5.19798504691411 "Sim01_15_096" "Sim01"
15 29.5816 87.7638333333333 1.47791788363989 57.1471422741894 87.0846508149156 4.80618811351731 "Sim01_15_097" "Sim01"
15 29.1212 68.1230666666667 1.87354824846397 22.2945007103626 77.4121567040621 4.72689218651382 "Sim01_15_098" "Sim01"
15 38.5979 79.33705 2.04663134402812 35.7097704562203 92.9836285901834 4.15168945358562 "Sim01_15_099" "Sim01"
15 7.41493333333333 52.5662333333333 0.539923212536747 35.6974914553845 40.3414159492402 7.64086984843469 "Sim01_15_100" "Sim01"
20 13.6864 35.29844 1.2666212613539 9.74210961473476 14.2210377325312 6.65395133762966 "Sim01_20_001" "Sim01"
20 13.54392 57.09752 0.991898098611781 14.1126922589967 79.2682056943699 6.30695638920861 "Sim01_20_002" "Sim01"
20 18.94825 38.57895 1.91927242480823 5.45512576436088 8.13049564036204 5.94091689341902 "Sim01_20_003" "Sim01"
20 26.1567333333333 44.8829666666667 2.3471980239094 13.7774045100486 11.3738770579483 6.28763776381534 "Sim01_20_004" "Sim01"
20 9.6238 22.3111 1.27260745604155 4.35477350552206 5.05102142491375 6.12143274455079 "Sim01_20_005" "Sim01"
20 15.05788 53.29302 1.1102196206941 15.2144754437524 594.710200362176 6.13464606750833 "Sim01_20_006" "Sim01"
20 16.9845333333333 43.9973666666667 1.49547291687191 6.82103121316872 13.2371531764925 6.67214567368777 "Sim01_20_007" "Sim01"
20 22.9991333333333 66.8947 1.56618265989931 20.8063079624689 29.6069579020712 4.90404178414297 "Sim01_20_008" "Sim01"
20 21.3833 78.82036 1.33508375404811 51.4877875956635 102.949878758818 4.47101719543529 "Sim01_20_009" "Sim01"
20 21.7297 40.4164333333333 2.15851212686041 11.1457438629916 8.72192147228732 6.51221291687652 "Sim01_20_010" "Sim01"
20 15.30666 52.7694 1.35697475731445 9.80360010202075 31.3757667165896 4.77451909341006 "Sim01_20_011" "Sim01"
20 16.8035333333333 39.1544333333333 1.62628849421261 4.29140448441786 9.88559548514071 4.99597376160475 "Sim01_20_012" "Sim01"
20 14.258825 39.31785 1.43190843689766 4.90374694857171 16.8011859081353 6.05603360338628 "Sim01_20_013" "Sim01"
20 11.98652 57.34402 0.720057446281358 31.2349011880889 45.4867778133472 8.37130949239609 "Sim01_20_014" "Sim01"
20 23.5031 50.54988 1.96682397195983 14.8865020231645 43.4114699465212 4.15916705133175 "Sim01_20_015" "Sim01"
20 27.58875 54.4154 2.04153736598277 8.35072170845432 17.6892334637384 5.10670020711192 "Sim01_20_016" "Sim01"
20 33.925875 53.7445 2.56945768998471 13.5939174496101 30.0507859040923 3.08589948418613 "Sim01_20_017" "Sim01"
20 24.931975 48.6759 2.13131832485091 3.40756466936867 17.7839013770697 1.76254545322859 "Sim01_20_018" "Sim01"
20 24.7558666666667 46.0931 2.14656687188876 13.7149516997674 14.5821654967533 6.91444364428677 "Sim01_20_019" "Sim01"
20 17.22744 42.96772 1.64008266185564 8.00549578473044 16.0203397490019 4.20781396103303 "Sim01_20_020" "Sim01"
20 21.60192 39.11418 2.14470882337494 15.3644489937049 11.4344867767665 5.48955104980351 "Sim01_20_021" "Sim01"
20 28.8219333333333 50.8949 2.32290986577763 6.51456577547684 15.3758397359604 2.88000732440135 "Sim01_20_022" "Sim01"
20 20.802 63.98965 1.50940191914387 25.307038201069 21.5652862503641 6.45480113330586 "Sim01_20_023" "Sim01"
20 16.6655666666667 35.7729666666667 1.83672895410671 14.0624165627007 6.65940319579925 9.24043249587387 "Sim01_20_024" "Sim01"
20 25.54704 63.43762 1.99060041713478 14.3821485575962 99.5592871026414 1.49957663007185 "Sim01_20_025" "Sim01"
20 20.39114 53.1703 1.63301506449286 7.75142378115455 42.4035735565194 2.96291315208777 "Sim01_20_026" "Sim01"
20 26.078 68.88062 1.84084797073937 21.1016486165567 68.0994729101218 5.59013901946452 "Sim01_20_027" "Sim01"
20 8.58555 32.846875 0.838283933619273 8.66233574898574 11.4492494222887 5.53571210865129 "Sim01_20_028" "Sim01"
20 28.9037 68.57682 1.86794569358761 10.3139451325393 97.0499126131717 3.3743595428613 "Sim01_20_029" "Sim01"
20 18.44276 64.61662 1.43084209505641 20.818600905753 82.2726809882325 6.26397195704316 "Sim01_20_030" "Sim01"
20 25.1295 70.5639 1.72042576521998 27.8945555937943 264.046520550596 10.7625727908286 "Sim01_20_031" "Sim01"
