"" "CFCS" "CFCS_sd" "CIC" "CIC_sd" "CRS_serac" "CRS_serac_sd"
"Sim01_15_089" "87.7255524484154" "9.67359035730318" "72.7454781893827" "27.9941150316399" "94.4293465930269" "17.305790703719"
"Sim01_15_091" "60.1996333507637" "1.30173245185915" "88.0343367466253" "24.7556133050694" "87.899338286611" "15.3226592904727"
"Sim01_15_092" "79.1842770123167" "6.82405102650709" "77.399118744521" "33.1676396736686" "95.1445849287427" "20.2383656241961"
"Sim01_15_093" "117.446928669386" "7.72724130841547" "66.1449396270466" "28.0714760222566" "81.2459906069886" "17.129959131296"
"Sim01_15_094" "67.3298672845547" "5.12930667587629" "80.5330833469956" "24.6534524785643" "81.8043531211803" "10.8843606150073"
"Sim01_15_095" "69.9120791243825" "5.82374525104544" "79.0561981612201" "25.3813636612956" "84.4783411312069" "15.8569013961128"
"Sim01_15_097" "70.545978542386" "6.79998035006514" "70.4725765734096" "29.4655247584395" "86.9235505013852" "20.2355249564328"
"Sim01_15_099" "85.3925781783461" "5.12263111163342" "77.6033014726776" "34.9117679636179" "105.512934115665" "22.248765213239"
"Sim01_15_100" "65.9012519179102" "13.6422578163083" "69.2215438292659" "25.8035202705754" "77.4226835759803" "19.344388982633"
"Sim01_20_001" "58.7252219777914" "9.20366595033222" "97.0382414004061" "15.7656545166467" "73.81935732108" "8.34231640283077"
"Sim01_20_003" "62.1146453679834" "8.21584462548888" "81.7427715581149" "58.7213008677113" "83.6414748007435" "41.5327814856922"
"Sim01_20_004" "64.2440894161554" "8.58862814015614" "70.3543257235961" "25.7784224395127" "71.6158720819653" "20.4268870958719"
"Sim01_20_005" "57.1620804433076" "7.27879789589826" "95.3094544073162" "27.2129197061093" "80.4034925285816" "20.229822573098"
"Sim01_20_006" "70.201234879507" "7.18729563972808" "94.9526906375994" "41.4116881927474" "94.4966329569769" "14.3398604204728"
"Sim01_20_008" "65.5241025367921" "8.99182848401509" "72.5254440659094" "21.4439496949897" "85.7603718507342" "29.6659793230945"
"Sim01_20_009" "91.735146994647" "5.53083177152604" "69.8145529269973" "23.7783456564175" "78.1636355925776" "18.7558342142385"
"Sim01_20_010" "69.2929764832446" "6.11450795699844" "76.5435204538281" "24.8947798218012" "88.187940229213" "13.7035567757648"
"Sim01_20_012" "69.8522545416011" "8.46855491925851" "78.229066526071" "25.1136726516423" "88.888892986135" "15.3015539595724"
"Sim01_20_013" "67.9964240103796" "5.86725546023887" "76.2399955710887" "17.6831580907205" "77.0814486572565" "9.42073622153266"
"Sim01_20_015" "72.5356496002704" "6.68356169419461" "68.6232947074624" "16.478443139982" "70.2993715375727" "8.32465097515121"
"Sim01_20_017" "73.8916587182585" "7.25694940653345" "67.0733727135232" "17.9979062284393" "70.445712152909" "14.5015821836084"
"Sim01_20_018" "73.8578281530909" "5.72924837189723" "71.1979886364335" "17.0118519831348" "76.2713929097572" "8.72352353262707"
"Sim01_20_019" "64.8191075015977" "6.20741300739591" "76.4662066302805" "26.2441790469432" "81.3991698450776" "31.8621445852759"
"Sim01_20_021" "68.6985618082546" "4.0103366440998" "89.8332447891252" "15.5000334413012" "82.9692850430062" "5.46257764324595"
"Sim01_20_022" "76.3038619298119" "8.44540910424693" "71.359541392508" "22.3039910532533" "89.5400317674662" "20.022164538699"
"Sim01_20_023" "69.3807894475407" "9.45249007139674" "71.1953141271939" "25.813785511483" "84.2829581104469" "23.5113762321205"
"Sim01_20_024" "59.3388654880413" "5.02049976973037" "80.5805564925964" "25.9578301250808" "76.3453460235296" "19.8493035219548"
"Sim01_20_025" "63.7439298192303" "5.85266734567452" "81.1076713295097" "41.1473782548956" "71.6741681910393" "14.9637964590671"
"Sim01_20_027" "83.0327421092451" "4.83072306155963" "72.2192328277837" "18.5835240054891" "79.7756144871896" "13.0592425478031"
"Sim01_20_029" "73.4498141041259" "5.7559336745276" "77.7322158489248" "18.8037874765615" "82.0115906978221" "9.2412474771001"
"Sim01_20_030" "75.4234930565449" "4.45196866157534" "80.3635002471819" "17.6154990051666" "87.916498403429" "9.27650884347361"
"Sim01_20_031" "83.150691433155" "6.02688739668384" "70.8946631518563" "21.5822539991329" "71.3995578243421" "17.1349334499662"
"Sim01_20_032" "71.9472510629924" "6.34338434099033" "77.2542767327172" "17.3261352012107" "81.2129611939011" "8.71348982565327"
"Sim01_20_033" "73.5473999057783" "7.11323070210923" "72.1112296645791" "18.315385372395" "75.1342120142076" "8.67225670881587"
"Sim01_20_035" "75.0852084914644" "3.83721179302744" "74.0956062342323" "22.2139510903602" "87.2901795391107" "13.1941393942208"
"Sim01_20_037" "74.851908771412" "9.03845476704203" "70.7013675201565" "22.5004847539297" "89.2522810317527" "17.7620405860339"
"Sim01_20_038" "75.7062831826563" "3.08732440442175" "83.993927677676" "42.7317021551604" "92.0771087720559" "17.4938126182359"
"Sim01_20_039" "60.1480018031196" "12.7036107003883" "82.0119393997098" "16.465089702322" "66.975727936439" "10.7946771008002"
"Sim01_20_040" "64.5803259510658" "3.20879079847126" "81.597455203169" "15.4332536723538" "80.7680648371545" "8.18130290380406"
"Sim01_20_042" "62.5373729669869" "5.52440915359756" "79.3549427670044" "16.522370812173" "74.869999046409" "11.0736235612152"
"Sim01_20_044" "94.4804507017798" "8.86081988863517" "75.2126683044294" "42.0644848298938" "75.8515690316986" "19.5238182611861"
"Sim01_20_045" "64.3882977594108" "7.16565888187763" "75.8271405093044" "16.1119168115801" "70.2968158353127" "10.3976771957346"
"Sim01_20_046" "71.0549650292177" "3.85341867393945" "75.3262555495314" "16.1876493803418" "66.9690467251462" "10.6936988775859"
"Sim01_20_048" "69.8852868633978" "6.62027568544027" "79.9292150734872" "16.9719165085371" "78.7581554739414" "8.24240881293914"
"Sim01_20_049" "64.655213048606" "4.70181458357026" "86.0348005345973" "15.8482186335346" "76.0550734275838" "9.72216383794612"
"Sim01_20_051" "68.8939363178809" "5.96773086058362" "73.6620053459062" "19.7009309508248" "75.3364197975293" "13.1771777254127"
"Sim01_20_052" "61.9556957036078" "5.82094142890353" "74.6890478797466" "15.5299863659471" "69.1265412383448" "8.92058104681232"
"Sim01_20_053" "70.6199136952166" "6.71318190402811" "73.9953983893271" "17.0621833316598" "77.9262551370341" "8.58148677427103"
"Sim01_20_055" "60.9702955507053" "4.58499180711985" "75.8252959298156" "15.9187522048681" "68.8384488905659" "9.88498317405051"
"Sim01_20_056" "90.0478206669924" "6.79629364320686" "74.9734052741338" "42.1749738813162" "71.581827200051" "18.0200314887358"
"Sim01_20_057" "73.7918910126156" "10.8276948057696" "70.428831332903" "22.3902805481635" "88.5554375921659" "20.0458119715053"
"Sim01_20_059" "69.9949692407269" "5.90911074387119" "73.3348800046633" "15.9529938181092" "77.378927415741" "7.36975453199319"
"Sim01_20_060" "75.0583313023925" "4.18646264038259" "80.1200570928692" "18.9835396971295" "85.9523468079941" "9.36942341321517"
"Sim01_20_061" "69.5269701120771" "6.73548793150767" "87.6612949390542" "17.5182568563666" "81.3007722940786" "11.5471745241781"
"Sim01_20_062" "63.2079648706302" "10.4479196181454" "72.1037093768453" "17.0578270104462" "69.1168506850559" "12.2386224245974"
"Sim01_20_063" "109.932398284709" "7.73862585182593" "65.2501763359173" "22.5909163406026" "95.3706305822158" "30.1681393004985"
"Sim01_20_064" "112.683294046428" "12.3335337280191" "70.9460527953305" "43.3843617020437" "70.9702421265259" "18.0942394352548"
"Sim01_20_066" "70.8557492162185" "4.73150336194012" "82.2279836137719" "16.2862941237493" "80.6567864015641" "7.16973695412603"
"Sim01_20_067" "80.4170534985015" "7.33269739837295" "68.9542050331801" "18.5215386177253" "81.3245883946724" "12.8876303939709"
"Sim01_20_068" "71.6665928500263" "4.60664977174804" "71.5249004846353" "16.4343902609663" "72.0158614670883" "8.04739087242112"
"Sim01_20_069" "83.9592990778676" "7.20167980800673" "70.4592034688961" "23.2934105877443" "77.6421698126204" "24.6024762341171"
"Sim01_20_071" "67.534049778728" "10.7073430964804" "75.081313319344" "41.2357195050463" "69.0515892544762" "15.5006730922827"
